gis_id,per_sp_rec_pc,esa_mh,jsa,esa_inc,lpb,other_oowb,tot_oowb,n18_24_jsa,n_jsa,per18_24_jsa,san18_24,sanall,per18_24_san,lsoa_name,pop,per_males,per_fem,per_0_19,per_20_64,per_65_plus,ods,asb,burglary,criminaldamage,drugs,other_theft,public_order,robbery,shoplifting,vehicle_crime,total_crime
E01011698,7.89,10,10,25,5,0,40,30,305,9.84,0,0,0,Deighton Gates,1503,48.97,51.03,22.82,57.17,20.03,7.15,19,4,5,3,3,0,0,1,4,40
E01011699,5.06,5,0,15,0,0,15,5,120,4.17,0,0,0,"Ainsty Rd, Nidd App",1345,48.25,51.75,19.4,57.76,22.83,2.59,12,3,1,0,2,1,0,0,12,31
E01011700,9.21,5,5,20,0,5,30,0,145,0,0,0,0,"Deighton Rd, Sandbeck Lane",1353,54.84,45.16,29.49,46.87,23.65,14.54,17,25,14,2,39,1,0,0,9,119
E01011701,4.62,0,0,20,5,0,25,20,85,23.53,0,0,0,Wetherby Glebe Fields,1287,49.03,50.97,24.7,55.79,19.5,6.38,34,14,6,0,4,0,0,0,0,60
E01011702,1.43,5,0,10,5,0,15,0,85,0,0,0,0,"Linton Ings, Linton Rd",1184,48.82,51.18,21.28,53.38,25.34,4.43,13,14,1,2,5,0,0,0,3,40
E01011703,0.97,0,0,0,0,0,0,5,75,6.67,0,0,0,"Chatsworth Dr, Ullswaters",1279,47.3,52.7,17.53,51.68,30.8,5.01,5,2,1,0,2,0,0,0,1,12
E01011704,17.65,20,15,45,5,0,65,70,400,17.5,5,16,31.25,Wetherby Race Course,1770,47.18,52.83,14.57,54.08,31.35,16.08,88,37,30,6,62,6,2,45,16,317
E01011705,25.71,20,20,60,5,0,85,175,500,35,7,7,100,Hallfield,1378,45.94,54.06,23.58,52.91,23.51,22.16,41,18,12,1,8,0,0,0,4,88
E01011706,3.57,5,0,5,5,0,10,50,110,45.45,0,0,0,Collingham (Linton Rd),1526,49.61,50.39,24.71,53.8,21.5,4.13,27,15,5,3,10,0,1,0,1,64
E01011707,10.34,5,20,15,5,5,45,5,180,2.78,0,0,0,Boston Spa (west),1359,47.17,52.83,20.46,51.8,27.74,11.21,30,17,10,0,10,3,0,0,7,80
E01011708,6.41,10,5,20,5,5,35,75,315,23.81,0,0,0,East Keswick,1468,47.96,52.04,22.89,57.5,19.63,11.12,25,21,11,0,8,0,2,0,2,69
E01011709,9,0,10,5,10,0,25,25,220,11.36,0,0,0,Boston Spa (east),1588,47.04,52.96,22.56,49.88,27.58,5.41,25,14,14,2,7,0,1,1,1,69
E01011710,9.52,10,15,25,0,0,40,5,185,2.7,0,0,0,Clifford,1421,48.49,51.51,21.75,60.75,17.53,9.63,10,23,7,0,5,0,0,0,2,49
E01011711,9.2,5,0,20,0,0,20,95,300,31.67,10,10,100,"High Street, Grove Road",1389,46.8,53.2,19.5,53.13,27.36,7.14,12,8,12,2,6,0,0,2,1,44
E01011712,7.69,5,10,20,0,0,30,30,195,15.38,0,0,0,Bramham,1359,47.61,52.39,19.65,62.62,17.74,15.72,9,16,12,1,6,1,0,2,11,60
E01011713,4.55,5,0,20,5,0,25,25,200,12.5,6,6,100,"East Rigton, Bardsey",1843,49.97,50.03,24.58,57.03,18.4,8.04,15,16,7,3,4,1,0,0,4,50
E01011714,13.64,15,10,35,10,5,60,170,445,38.2,0,0,0,RedHall App / Naburn App,1474,48.58,51.43,22.6,59.57,17.85,13.02,19,17,9,0,17,0,0,0,6,72
E01011715,7.81,10,5,25,5,5,40,70,260,26.92,0,0,0,"Arthursdales, Morwick Grove",1289,48.95,51.05,22.73,58.04,19.23,13.69,17,9,4,0,8,0,0,2,2,42
E01011716,6.85,10,20,30,5,0,55,165,485,34.02,6,6,100,Red Halls / Whinmoors,1486,48.25,51.75,20.79,56.59,22.62,12.21,34,22,9,2,26,0,2,2,6,105
E01011717,25.76,25,15,60,25,10,110,300,820,36.59,11,16,68.75,White Laiths,1495,47.96,52.04,24.14,58.26,17.59,21.86,23,27,7,0,7,1,2,1,2,72
E01011718,30.43,40,35,105,25,0,165,330,"1,080",30.56,19,35,54.29,"Naburns, Garth Willow Ave",1400,47.07,52.93,27,60.71,12.28,31.05,23,14,14,2,8,4,2,0,3,71
E01011719,13.19,5,10,35,5,0,50,65,195,33.33,5,5,100,Scholes,1427,48.14,51.86,18.64,52.62,28.73,10.38,18,22,3,4,3,0,2,0,8,62
E01011720,33.85,65,40,115,15,10,180,475,"1,430",33.22,26,43,60.47,"Coal Rd, Hebdon Approach",1498,50.6,49.4,23.84,56.75,19.43,37.96,63,31,37,7,16,2,1,0,16,180
E01011721,28.85,40,35,95,35,0,165,465,"1,450",32.07,25,48,52.08,Braytons / Farndales,1522,45.4,54.6,31.22,54.27,14.51,39.42,64,16,37,3,14,5,1,0,5,147
E01011722,32.69,50,40,105,45,5,195,575,"1,760",32.67,19,39,48.72,"Stanks Gardens, Stanks Dr",1893,46.54,53.46,27.38,59.38,13.26,42.42,55,25,20,3,21,3,2,44,8,185
E01011723,37.93,50,35,110,35,0,180,365,"1,040",35.1,17,23,73.91,"Langbars, Braytons, Eastwoods",1417,47,53,30.48,51.37,18.14,46.77,64,11,33,2,9,2,2,2,5,131
E01011724,36,50,30,125,35,0,190,375,"1,245",30.12,16,37,43.24,"Swarcliffes, Mill Greens",1821,47.89,52.11,26.97,59.47,13.56,43.72,55,23,15,2,15,4,1,3,2,123
E01011725,46.67,85,75,155,45,5,280,505,"2,355",21.44,20,46,43.48,"Heights Way, Heights Drive",1557,50.74,49.26,33.21,56.33,10.47,57.29,67,27,30,4,12,2,0,1,15,161
E01011726,30.77,55,55,95,20,5,175,380,"1,400",27.14,13,27,48.15,"Gamble Lane, Tong Drive",1449,48.65,51.35,26.91,59.28,13.8,46.53,145,18,37,13,8,6,2,15,30,283
E01011727,11.32,20,15,55,5,0,75,165,675,24.44,5,5,100,Tong Road / Water Lane,1547,49.19,50.81,21.66,63.87,14.49,21.6,80,28,31,1,17,2,0,4,19,184
E01011728,11.84,10,15,15,10,0,40,95,385,24.68,5,5,100,Low Moor Side/Upper Moor Side,1414,46.25,53.75,21.58,54.59,23.84,13.27,34,27,17,4,12,1,0,0,19,116
E01011729,46.3,70,65,130,35,10,240,580,"2,205",26.3,30,52,57.69,"Thornhill Road, Tong Road",1614,47.52,52.48,21.14,61.77,17.1,43.02,103,30,53,13,76,9,5,47,40,389
E01011730,33.33,50,55,90,50,5,200,560,"1,735",32.28,28,55,50.91,"Silver Royds, Swallows",1559,48.24,51.76,32.13,59.73,8.15,43.96,104,29,34,10,14,5,3,0,19,221
E01011731,14.29,15,20,25,10,0,55,145,465,31.18,5,5,100,Cliif Park Cres/Blue Hill Ln,1418,49.3,50.71,21.59,61.08,17.35,19.09,15,7,3,1,1,0,0,0,13,40
E01011732,26.47,30,15,75,10,0,100,80,565,14.16,0,0,0,Upper Wortley,1861,49.38,50.62,22.42,61.14,16.44,23.04,44,22,4,1,8,3,0,0,15,101
E01011733,14.29,20,20,40,5,0,65,225,650,34.62,0,6,0,"Lynwoods, Kenilworth Rd",1492,48.12,51.88,18.51,60.26,21.25,20.04,36,21,17,2,21,3,4,28,21,159
E01011734,15.09,25,30,70,25,0,125,200,940,21.28,11,16,68.75,Kirkdales,2315,49.94,50.07,23.16,64.97,11.88,21.36,107,49,15,4,124,3,4,3,48,365
E01011735,34,80,65,145,35,15,260,685,"2,150",31.86,25,36,69.44,"Butterbowl Drive, Whincovers",1659,46.47,53.53,28.93,56.9,14.17,54.37,86,12,37,7,16,4,0,0,14,179
E01011736,17.19,15,20,40,5,0,65,100,425,23.53,5,10,50,Kelletts / Lower Wortley Rd,1485,48.62,51.38,21.22,61.22,17.58,19.24,15,18,20,2,13,1,0,0,27,97
E01011737,29.17,55,60,95,40,0,195,515,"1,750",29.43,26,57,45.61,"Branch Road, Cobdens",1563,47.79,52.21,24.25,62.65,13.11,36.49,116,23,35,10,18,3,2,16,23,251
E01011738,12.5,15,15,40,5,0,60,170,570,29.82,8,13,61.54,New Farnley,1435,48.71,51.29,22.38,62.52,15.13,16.24,17,12,9,2,11,0,0,4,14,73
E01011739,37.5,75,45,140,35,5,225,585,"2,075",28.19,22,39,56.41,Gamble Hill,1530,49.61,50.39,25.11,60.25,14.64,46.49,115,34,36,6,19,2,3,13,21,256
E01032487,,,,,,,,,,,,,,,,,,,,,,44,8,4,2,2,2,0,0,4,68
E01032488,,,,,,,,,,,,,,,,,,,,,,25,17,7,2,4,0,0,0,20,79
E01032489,,,,,,,,,,,,,,,,,,,,,,51,18,22,6,11,7,1,0,33,157
E01032490,,,,,,,,,,,,,,,,,,,,,,56,30,8,1,5,3,0,0,8,116
E01032491,,,,,,,,,,,,,,,,,,,,,,28,20,2,3,9,0,0,0,9,73
E01032492,,,,,,,,,,,,,,,,,,,,,,97,17,15,4,12,7,1,0,22,185
E01032493,,,,,,,,,,,,,,,,,,,,,,24,34,5,1,9,0,0,0,9,83
E01032494,,,,,,,,,,,,,,,,,,,,,,69,34,37,8,23,4,2,24,11,216
E01032495,,,,,,,,,,,,,,,,,,,,,,109,21,23,5,6,7,5,0,28,208
E01032496,,,,,,,,,,,,,,,,,,,,,,46,21,10,1,11,0,4,5,23,123
E01032497,,,,,,,,,,,,,,,,,,,,,,114,16,38,3,24,1,4,0,27,234
E01032498,,,,,,,,,,,,,,,,,,,,,,94,17,16,7,12,1,4,5,16,177
E01032499,,,,,,,,,,,,,,,,,,,,,,47,15,33,6,13,2,1,0,17,137
E01032500,,,,,,,,,,,,,,,,,,,,,,72,22,30,6,19,4,3,1,16,197
E01032501,,,,,,,,,,,,,,,,,,,,,,25,12,19,0,2,0,0,0,4,63
E01032502,,,,,,,,,,,,,,,,,,,,,,67,16,13,5,12,3,3,0,8,131
E01032503,,,,,,,,,,,,,,,,,,,,,,23,23,10,15,53,7,3,6,18,184
E01032504,,,,,,,,,,,,,,,,,,,,,,21,16,7,0,7,0,0,0,5,56
E01032606,,,,,,,,,,,,,,,,,,,,,,82,30,33,5,20,2,1,1,16,194
E01032607,,,,,,,,,,,,,,,,,,,,,,52,20,18,4,24,3,3,2,33,174
E01032608,,,,,,,,,,,,,,,,,,,,,,58,10,11,5,14,3,2,0,20,133
E01032876,,,,,,,,,,,,,,,,,,,,,,22,13,3,3,5,1,2,0,12,64
E01032945,,,,,,,,,,,,,,,,,,,,,,62,46,23,16,17,3,2,0,19,200
E01032946,,,,,,,,,,,,,,,,,,,,,,51,27,10,8,28,3,2,0,30,174
E01033002,,,,,,,,,,,,,,,,,,,,,,54,15,28,7,29,5,5,7,32,194
E01033003,,,,,,,,,,,,,,,,,,,,,,55,19,31,7,18,7,2,4,30,185
E01033005,,,,,,,,,,,,,,,,,,,,,,133,53,54,13,84,16,33,30,90,625
E01033006,,,,,,,,,,,,,,,,,,,,,,64,43,47,4,67,6,6,3,33,351
E01033008,,,,,,,,,,,,,,,,,,,,,,238,60,60,69,154,51,3,55,62,954
E01033010,,,,,,,,,,,,,,,,,,,,,,1399,186,233,90,1484,178,44,1503,173,6722
E01033011,,,,,,,,,,,,,,,,,,,,,,360,59,69,25,316,64,25,36,77,1422
E01033013,,,,,,,,,,,,,,,,,,,,,,148,45,40,9,27,19,2,27,29,367
E01033015,,,,,,,,,,,,,,,,,,,,,,38,13,11,2,15,2,2,0,23,120
E01033016,,,,,,,,,,,,,,,,,,,,,,314,60,70,18,230,21,7,216,77,1207
E01033018,,,,,,,,,,,,,,,,,,,,,,49,14,15,1,40,1,7,33,36,214
E01033019,,,,,,,,,,,,,,,,,,,,,,21,9,2,1,5,0,0,0,5,50
E01033021,,,,,,,,,,,,,,,,,,,,,,76,22,22,5,24,4,0,0,28,202
E01033031,,,,,,,,,,,,,,,,,,,,,,76,30,36,29,127,9,8,11,72,422
E01033032,,,,,,,,,,,,,,,,,,,,,,62,24,30,3,35,2,7,1,49,263
E01033033,,,,,,,,,,,,,,,,,,,,,,35,1,10,2,13,1,3,0,6,79
E01033034,,,,,,,,,,,,,,,,,,,,,,27,14,10,5,14,2,3,1,25,112
E01033035,,,,,,,,,,,,,,,,,,,,,,95,14,32,5,24,4,6,11,22,228
